sector,school_type,uni_type,gender,region,made_board
FTSE 350 CEOs,State,Other,Male,North,0
Civil Service,Private,Other,Male,North,1
Journalism,Private,Other,Female,North,0
MPs,Private,Other,Female,Midlands,0
Diplomacy,Private,Other,Male,Midlands,0
MPs,State,Other,Female,Midlands,0
FTSE 350 CEOs,Private,Other,Male,North,1
FTSE 350 CEOs,State,Other,Female,Midlands,0
Civil Service,State,Oxbridge,Male,Scotland,1
Lords,State,Other,Male,Midlands,1
Civil Service,State,Oxbridge,Male,Midlands,0
Diplomacy,State,Oxbridge,Female,North,0
MPs,Private,Oxbridge,Male,Midlands,0
Judiciary,State,Other,Male,Scotland,0
FTSE 350 CEOs,Private,Other,Male,Scotland,0
FTSE 350 CEOs,State,Other,Female,London,0
Civil Service,State,Oxbridge,Female,London,0
Judiciary,Private,Oxbridge,Male,Wales,0
Media Executives,State,Other,Male,London,0
Judiciary,Private,Oxbridge,Male,London,1
Media Executives,Private,Other,Male,Scotland,1
Journalism,Private,Oxbridge,Male,Midlands,1
MPs,State,Oxbridge,Male,North,0
Lords,State,Other,Female,North,0
Journalism,State,Oxbridge,Female,London,0
Judiciary,Private,Oxbridge,Female,London,0
Lords,State,Oxbridge,Female,Scotland,0
MPs,State,Other,Male,Midlands,0
Judiciary,Private,Other,Female,Scotland,0
Judiciary,State,Oxbridge,Female,North,0
MPs,State,Other,Male,North,0
Media Executives,Private,Oxbridge,Male,Midlands,1
Lords,Private,Oxbridge,Male,London,1
MPs,State,Other,Male,Scotland,0
Media Executives,Private,Oxbridge,Female,North,0
Journalism,Private,Other,Female,Scotland,0
MPs,State,Other,Female,Wales,0
Civil Service,Private,Oxbridge,Female,London,1
MPs,State,Other,Male,London,0
Civil Service,State,Oxbridge,Female,North,0
Journalism,State,Oxbridge,Male,Wales,0
Media Executives,Private,Oxbridge,Male,Wales,0
Lords,State,Oxbridge,Female,London,0
Lords,Private,Other,Female,Midlands,0
Media Executives,State,Oxbridge,Female,Scotland,0
Journalism,Private,Oxbridge,Male,Scotland,0
Judiciary,Private,Oxbridge,Female,London,0
Civil Service,Private,Other,Male,Midlands,0
MPs,State,Other,Female,Wales,0
MPs,Private,Other,Female,Midlands,0
MPs,State,Other,Male,Midlands,0
MPs,State,Other,Male,London,0
Judiciary,Private,Oxbridge,Female,Midlands,1
FTSE 350 CEOs,State,Other,Female,London,0
Lords,State,Other,Male,London,0
MPs,Private,Other,Male,North,1
Lords,Private,Other,Male,Midlands,1
Lords,Private,Oxbridge,Female,Scotland,0
Media Executives,State,Oxbridge,Female,Wales,0
Journalism,Private,Other,Female,Wales,0
Judiciary,Private,Oxbridge,Male,Scotland,1
Media Executives,Private,Oxbridge,Female,North,1
Civil Service,State,Other,Female,Scotland,1
Diplomacy,State,Oxbridge,Female,London,0
MPs,State,Other,Female,Midlands,0
Judiciary,State,Oxbridge,Male,North,1
FTSE 350 CEOs,Private,Other,Female,London,1
Journalism,State,Other,Female,Midlands,0
Lords,State,Oxbridge,Male,Wales,0
Diplomacy,Private,Oxbridge,Female,Wales,1
Lords,State,Other,Male,London,0
Civil Service,Private,Other,Female,London,0
Lords,Private,Other,Male,Wales,1
MPs,State,Other,Female,Wales,0
Journalism,Private,Other,Male,Scotland,0
Journalism,Private,Oxbridge,Male,Scotland,1
Media Executives,Private,Other,Female,Wales,0
Judiciary,State,Oxbridge,Female,Midlands,0
FTSE 350 CEOs,State,Other,Female,Wales,0
MPs,State,Other,Male,London,0
Diplomacy,State,Other,Female,North,0
Judiciary,State,Other,Male,North,1
Journalism,Private,Oxbridge,Male,Scotland,0
MPs,State,Other,Male,Scotland,0
Judiciary,Private,Oxbridge,Female,Midlands,0
Media Executives,Private,Other,Male,Midlands,0
Diplomacy,Private,Oxbridge,Male,London,1
MPs,State,Other,Female,Wales,0
Media Executives,State,Other,Male,Midlands,0
MPs,State,Other,Male,Scotland,0
Lords,State,Other,Male,North,0
MPs,State,Other,Female,North,0
MPs,Private,Other,Male,London,1
Lords,Private,Other,Female,London,1
Media Executives,Private,Other,Male,Wales,0
Civil Service,Private,Other,Male,North,0
Media Executives,State,Other,Female,North,0
Civil Service,Private,Oxbridge,Male,London,1
Media Executives,Private,Other,Female,North,1
Diplomacy,Private,Oxbridge,Male,Scotland,0
Diplomacy,State,Other,Female,Wales,0
Diplomacy,Private,Other,Female,London,0
Media Executives,Private,Other,Male,London,0
Journalism,State,Oxbridge,Female,Wales,0
FTSE 350 CEOs,State,Other,Male,North,0
Civil Service,Private,Oxbridge,Female,North,0
Lords,State,Oxbridge,Male,Wales,0
MPs,State,Other,Female,Scotland,0
Diplomacy,Private,Other,Male,Scotland,0
Media Executives,Private,Other,Female,Scotland,1
Lords,State,Other,Female,Midlands,0
Judiciary,Private,Other,Male,Midlands,0
Lords,Private,Oxbridge,Female,London,0
Journalism,Private,Other,Female,Wales,0
FTSE 350 CEOs,Private,Other,Female,North,0
FTSE 350 CEOs,State,Other,Male,Wales,0
FTSE 350 CEOs,State,Oxbridge,Male,Midlands,0
FTSE 350 CEOs,State,Other,Male,Scotland,0
Judiciary,State,Oxbridge,Male,Scotland,0
Diplomacy,Private,Oxbridge,Male,London,1
Judiciary,State,Oxbridge,Female,Scotland,0
Diplomacy,Private,Other,Female,Scotland,1
Judiciary,Private,Oxbridge,Female,Wales,0
Journalism,State,Oxbridge,Female,North,0
Diplomacy,Private,Other,Male,Wales,0
Lords,State,Oxbridge,Male,Wales,0
Journalism,State,Other,Male,Midlands,0
Media Executives,Private,Oxbridge,Female,London,0
MPs,Private,Other,Female,North,1
Lords,State,Other,Male,North,0
MPs,State,Other,Female,Midlands,0
Journalism,State,Other,Female,Midlands,0
Lords,Private,Other,Female,Wales,1
FTSE 350 CEOs,State,Other,Male,Scotland,0
Journalism,Private,Other,Female,London,0
FTSE 350 CEOs,State,Oxbridge,Male,North,0
FTSE 350 CEOs,Private,Other,Male,London,0
Diplomacy,State,Other,Male,Midlands,0
Judiciary,Private,Oxbridge,Male,Midlands,0
MPs,State,Other,Female,Midlands,0
MPs,State,Other,Male,London,0
Judiciary,Private,Oxbridge,Female,North,0
Judiciary,Private,Oxbridge,Female,Scotland,0
Journalism,State,Other,Female,Midlands,0
Media Executives,State,Oxbridge,Female,London,0
Journalism,State,Other,Female,North,0
Diplomacy,Private,Oxbridge,Female,London,0
Diplomacy,State,Oxbridge,Female,Scotland,1
Journalism,Private,Other,Female,Wales,0
Civil Service,Private,Oxbridge,Female,Midlands,0
Media Executives,State,Other,Male,Wales,1
Judiciary,Private,Oxbridge,Female,London,0
Civil Service,State,Other,Female,Scotland,0
Media Executives,Private,Other,Male,London,0
Judiciary,Private,Oxbridge,Male,Scotland,1
Lords,Private,Oxbridge,Male,Midlands,1
Media Executives,State,Other,Female,London,0
Lords,State,Oxbridge,Male,Scotland,0
MPs,State,Other,Male,North,0
Civil Service,Private,Oxbridge,Male,North,0
MPs,Private,Oxbridge,Male,North,0
MPs,Private,Other,Female,London,0
Judiciary,State,Oxbridge,Female,Midlands,0
Diplomacy,Private,Other,Female,Scotland,0
FTSE 350 CEOs,Private,Other,Female,Midlands,1
Media Executives,Private,Other,Female,Wales,0
FTSE 350 CEOs,Private,Other,Female,Wales,0
Lords,Private,Oxbridge,Female,London,1
Civil Service,Private,Other,Female,Wales,0
Lords,Private,Oxbridge,Male,Wales,1
FTSE 350 CEOs,Private,Oxbridge,Female,Wales,0
FTSE 350 CEOs,State,Other,Male,Wales,0
Lords,Private,Other,Female,Scotland,0
Lords,State,Oxbridge,Female,North,0
Journalism,State,Oxbridge,Male,Scotland,0
Diplomacy,State,Oxbridge,Female,Wales,0
Journalism,Private,Oxbridge,Female,Scotland,0
Civil Service,Private,Oxbridge,Male,Scotland,0
Diplomacy,State,Oxbridge,Male,Midlands,1
MPs,State,Oxbridge,Female,North,0
Journalism,Private,Other,Female,Scotland,0
Civil Service,Private,Oxbridge,Female,Midlands,1
Civil Service,State,Other,Female,Midlands,0
MPs,State,Oxbridge,Female,Midlands,0
Media Executives,Private,Other,Female,Midlands,0
Diplomacy,State,Oxbridge,Female,Scotland,1
Diplomacy,Private,Oxbridge,Male,North,0
Media Executives,Private,Oxbridge,Male,Wales,0
Diplomacy,State,Other,Female,North,0
Civil Service,Private,Other,Male,London,0
Judiciary,State,Oxbridge,Male,Wales,1
Journalism,State,Other,Male,Scotland,1
Diplomacy,Private,Other,Female,Midlands,1
Civil Service,Private,Other,Male,North,0
Civil Service,Private,Oxbridge,Male,Wales,0
Journalism,Private,Oxbridge,Female,Midlands,0
Civil Service,State,Oxbridge,Female,London,1
Judiciary,Private,Oxbridge,Female,London,0
Journalism,Private,Other,Female,Wales,0
Lords,Private,Oxbridge,Male,Scotland,1
Lords,Private,Oxbridge,Male,Scotland,0
MPs,Private,Oxbridge,Female,Wales,0
MPs,Private,Oxbridge,Female,Wales,0
MPs,State,Other,Female,Scotland,0
Civil Service,Private,Oxbridge,Male,Scotland,0
FTSE 350 CEOs,Private,Other,Female,Midlands,1
Media Executives,State,Oxbridge,Female,Wales,1
Lords,Private,Other,Female,Scotland,1
Judiciary,Private,Oxbridge,Male,London,1
Diplomacy,State,Oxbridge,Female,North,0
Civil Service,Private,Other,Male,Midlands,0
Journalism,State,Other,Female,North,0
MPs,State,Other,Female,Midlands,0
Civil Service,Private,Oxbridge,Male,Wales,0
Diplomacy,State,Other,Female,Midlands,0
Media Executives,Private,Other,Female,London,0
MPs,State,Other,Female,Scotland,1
Civil Service,Private,Oxbridge,Male,Wales,1
Judiciary,State,Oxbridge,Female,London,0
Media Executives,Private,Oxbridge,Female,London,1
Civil Service,State,Oxbridge,Male,London,0
Journalism,Private,Oxbridge,Female,London,0
Judiciary,Private,Other,Female,Midlands,0
Media Executives,Private,Other,Male,Midlands,1
Civil Service,State,Other,Female,London,0
Media Executives,Private,Oxbridge,Male,London,0
MPs,State,Other,Female,Wales,1
MPs,Private,Oxbridge,Female,Midlands,0
Media Executives,Private,Other,Male,Scotland,0
Journalism,State,Other,Male,London,0
Media Executives,State,Oxbridge,Female,Wales,1
Judiciary,State,Oxbridge,Male,Scotland,1
MPs,State,Oxbridge,Female,Scotland,0
Lords,State,Other,Male,North,0
Diplomacy,Private,Oxbridge,Male,London,1
Judiciary,Private,Oxbridge,Female,Wales,0
Judiciary,State,Oxbridge,Male,London,1
Civil Service,State,Oxbridge,Male,London,0
Journalism,Private,Other,Female,North,0
Civil Service,Private,Other,Male,London,0
MPs,State,Other,Male,Scotland,0
MPs,State,Other,Female,North,0
Media Executives,State,Other,Male,Scotland,0
Judiciary,State,Oxbridge,Male,Wales,1
Lords,Private,Other,Male,North,1
Media Executives,State,Other,Male,Midlands,0
MPs,State,Oxbridge,Male,North,0
Journalism,Private,Oxbridge,Female,North,0
Civil Service,Private,Other,Female,Scotland,0
Civil Service,Private,Other,Female,North,1
Journalism,Private,Other,Male,Scotland,1
Civil Service,State,Oxbridge,Male,Wales,0
MPs,State,Oxbridge,Male,Wales,0
FTSE 350 CEOs,State,Other,Female,London,0
Civil Service,Private,Other,Male,Wales,1
Media Executives,State,Oxbridge,Male,Wales,0
Media Executives,Private,Oxbridge,Female,London,1
Lords,Private,Oxbridge,Male,London,1
Civil Service,State,Other,Female,Scotland,0
Diplomacy,State,Other,Female,London,0
FTSE 350 CEOs,Private,Oxbridge,Female,Wales,1
Judiciary,Private,Oxbridge,Male,Scotland,1
FTSE 350 CEOs,State,Other,Female,London,1
Civil Service,State,Other,Male,North,0
Media Executives,Private,Other,Female,London,0
Media Executives,State,Other,Male,North,0
MPs,Private,Other,Female,London,0
Lords,Private,Other,Female,Scotland,0
MPs,Private,Other,Male,Midlands,0
Civil Service,Private,Other,Female,North,0
Journalism,State,Oxbridge,Female,London,1
Media Executives,State,Oxbridge,Male,Wales,1
MPs,Private,Oxbridge,Male,Midlands,0
MPs,Private,Oxbridge,Male,North,0
Lords,Private,Other,Male,Midlands,0
Judiciary,Private,Oxbridge,Male,Midlands,0
Lords,Private,Other,Male,North,0
Lords,Private,Oxbridge,Male,London,0
MPs,State,Other,Male,Midlands,0
Judiciary,Private,Oxbridge,Male,Wales,1
Judiciary,Private,Oxbridge,Male,North,1
Journalism,State,Other,Male,Midlands,1
Media Executives,Private,Oxbridge,Female,Wales,0
FTSE 350 CEOs,State,Other,Male,Midlands,1
Diplomacy,State,Oxbridge,Female,North,0
Diplomacy,Private,Oxbridge,Female,London,1
Civil Service,State,Other,Female,London,1
Lords,State,Other,Female,Wales,1
Media Executives,Private,Oxbridge,Male,Scotland,0
Judiciary,State,Oxbridge,Female,Scotland,0
Media Executives,Private,Oxbridge,Male,Midlands,0
Diplomacy,State,Oxbridge,Male,Wales,1
Media Executives,Private,Other,Female,Midlands,0
Civil Service,Private,Other,Male,Midlands,0
Journalism,State,Other,Male,Midlands,0
Lords,State,Other,Male,North,0
Lords,Private,Other,Female,Scotland,0
Media Executives,State,Oxbridge,Female,North,1
Lords,Private,Other,Female,North,0
Lords,Private,Other,Female,Scotland,0
Media Executives,State,Oxbridge,Male,Wales,0
MPs,State,Oxbridge,Male,North,0
Judiciary,State,Oxbridge,Male,North,1
Journalism,Private,Other,Male,North,0
Civil Service,Private,Other,Male,Midlands,0
Diplomacy,State,Oxbridge,Male,Wales,0
Journalism,Private,Other,Male,Wales,0
Media Executives,Private,Oxbridge,Male,Scotland,0
FTSE 350 CEOs,Private,Other,Male,London,1
Lords,Private,Other,Female,North,1
Judiciary,Private,Oxbridge,Female,London,1
Diplomacy,State,Other,Female,London,1
Media Executives,Private,Other,Female,Midlands,0
Journalism,Private,Other,Male,London,0
Judiciary,Private,Oxbridge,Female,Midlands,1
MPs,State,Other,Female,London,1
Journalism,State,Other,Male,Scotland,0
Diplomacy,Private,Other,Male,Scotland,0
FTSE 350 CEOs,Private,Other,Male,North,0
MPs,State,Other,Female,Midlands,0
Media Executives,State,Other,Male,London,0
Diplomacy,Private,Oxbridge,Female,Wales,1
MPs,Private,Other,Female,Wales,0
Civil Service,State,Oxbridge,Male,Midlands,0
Media Executives,Private,Other,Male,Wales,0
Lords,Private,Other,Male,London,1
Media Executives,Private,Oxbridge,Female,London,0
Journalism,State,Other,Male,Midlands,1
Judiciary,Private,Other,Male,North,1
Lords,Private,Other,Female,London,0
FTSE 350 CEOs,Private,Other,Female,London,0
Media Executives,Private,Oxbridge,Male,North,1
Media Executives,State,Other,Male,Wales,0
Judiciary,State,Oxbridge,Female,Midlands,0
MPs,State,Oxbridge,Female,North,0
Judiciary,Private,Oxbridge,Male,Wales,1
Civil Service,Private,Other,Male,North,0
Media Executives,Private,Other,Male,London,0
MPs,State,Other,Female,North,0
Lords,Private,Other,Male,North,1
Journalism,Private,Oxbridge,Male,Midlands,0
Civil Service,Private,Other,Male,London,0
MPs,State,Other,Male,North,0
Journalism,State,Other,Male,London,0
Media Executives,Private,Oxbridge,Female,Midlands,1
Lords,Private,Other,Male,North,0
MPs,State,Other,Female,Wales,0
Lords,State,Oxbridge,Female,Scotland,0
MPs,State,Other,Male,Wales,0
Lords,State,Oxbridge,Male,Wales,0
Diplomacy,State,Oxbridge,Male,Wales,0
MPs,State,Other,Male,North,0
Civil Service,Private,Other,Male,Midlands,0
FTSE 350 CEOs,State,Other,Female,North,1
Diplomacy,Private,Other,Female,London,0
Lords,State,Other,Male,Wales,1
Lords,State,Other,Male,London,0
Media Executives,State,Oxbridge,Male,North,0
Media Executives,Private,Other,Female,Midlands,1
Civil Service,Private,Other,Female,Midlands,0
FTSE 350 CEOs,State,Other,Female,London,0
Journalism,State,Oxbridge,Female,Midlands,1
Journalism,State,Other,Female,Midlands,0
Lords,Private,Other,Male,Wales,0
FTSE 350 CEOs,Private,Other,Male,North,1
Media Executives,State,Oxbridge,Male,London,1
Diplomacy,Private,Oxbridge,Male,London,1
Judiciary,Private,Oxbridge,Male,Scotland,0
Judiciary,Private,Oxbridge,Male,Midlands,1
FTSE 350 CEOs,Private,Other,Male,North,0
Judiciary,Private,Oxbridge,Female,Wales,1
MPs,State,Oxbridge,Male,London,1
MPs,Private,Other,Female,Midlands,0
FTSE 350 CEOs,State,Other,Male,London,0
Journalism,Private,Oxbridge,Male,Midlands,1
Media Executives,State,Other,Female,North,0
Civil Service,Private,Other,Female,London,0
Lords,Private,Oxbridge,Male,Midlands,1
FTSE 350 CEOs,Private,Other,Male,Scotland,0
FTSE 350 CEOs,Private,Oxbridge,Female,North,0
MPs,State,Other,Female,Wales,0
Journalism,State,Other,Male,London,0
Journalism,State,Other,Female,North,1
FTSE 350 CEOs,State,Other,Female,Midlands,1
Civil Service,State,Other,Female,London,0
Judiciary,Private,Oxbridge,Female,Scotland,0
FTSE 350 CEOs,State,Other,Female,London,1
Judiciary,State,Oxbridge,Female,Midlands,0
Journalism,Private,Oxbridge,Female,Midlands,1
Civil Service,State,Oxbridge,Male,London,1
Diplomacy,Private,Other,Female,Wales,0
Diplomacy,Private,Oxbridge,Male,Scotland,0
MPs,State,Other,Female,North,0
Civil Service,State,Other,Male,London,1
Diplomacy,Private,Other,Male,London,0
MPs,State,Other,Female,North,1
MPs,Private,Other,Male,North,1
Civil Service,Private,Oxbridge,Female,London,0
MPs,Private,Other,Male,London,0
Media Executives,State,Oxbridge,Male,London,0
Judiciary,State,Other,Female,Scotland,0
MPs,State,Other,Male,Midlands,1
Diplomacy,Private,Other,Female,Scotland,1
FTSE 350 CEOs,Private,Oxbridge,Female,London,0
MPs,State,Oxbridge,Female,Wales,0
Civil Service,Private,Other,Female,Midlands,0
MPs,State,Other,Female,Midlands,0
Diplomacy,Private,Oxbridge,Male,Wales,0
Lords,Private,Other,Female,North,0
Journalism,State,Other,Female,North,0
MPs,State,Other,Female,Midlands,0
Judiciary,Private,Oxbridge,Female,North,1
Judiciary,State,Oxbridge,Male,North,0
Journalism,State,Oxbridge,Male,Wales,0
Journalism,Private,Oxbridge,Female,Wales,0
FTSE 350 CEOs,State,Other,Female,Wales,0
Lords,Private,Other,Female,Scotland,1
Civil Service,Private,Other,Male,North,0
Judiciary,Private,Oxbridge,Female,Wales,0
MPs,State,Other,Male,North,0
FTSE 350 CEOs,State,Oxbridge,Male,North,0
FTSE 350 CEOs,State,Other,Female,Midlands,0
MPs,State,Other,Female,Scotland,1
Media Executives,State,Other,Female,Wales,0
Media Executives,Private,Other,Female,London,0
Lords,State,Other,Female,Scotland,0
Lords,Private,Other,Female,North,1
Diplomacy,Private,Oxbridge,Male,London,0
Diplomacy,State,Oxbridge,Female,Midlands,1
Lords,State,Oxbridge,Female,Midlands,0
Journalism,Private,Oxbridge,Female,Wales,0
Journalism,State,Other,Female,London,0
Media Executives,State,Other,Female,Midlands,0
Diplomacy,State,Other,Male,Midlands,0
FTSE 350 CEOs,State,Other,Female,London,0
Diplomacy,Private,Other,Female,Wales,0
Civil Service,State,Oxbridge,Male,Scotland,0
MPs,Private,Oxbridge,Female,Wales,1
Lords,Private,Oxbridge,Female,North,1
Journalism,Private,Oxbridge,Female,Midlands,0
Lords,State,Oxbridge,Male,Midlands,0
Media Executives,Private,Other,Female,London,0
MPs,State,Oxbridge,Female,Wales,0
Lords,Private,Oxbridge,Male,Scotland,0
Journalism,State,Oxbridge,Female,London,1
Media Executives,State,Oxbridge,Male,Wales,0
MPs,State,Other,Male,North,0
MPs,State,Other,Male,Wales,0
Media Executives,State,Other,Female,London,1
Media Executives,Private,Other,Female,North,1
Lords,Private,Other,Male,Midlands,1
Civil Service,Private,Other,Male,London,0
Diplomacy,State,Oxbridge,Male,Wales,0
Lords,Private,Oxbridge,Female,Midlands,1
Media Executives,State,Oxbridge,Female,Wales,0
MPs,State,Other,Female,London,0
FTSE 350 CEOs,State,Other,Male,Wales,1
Media Executives,Private,Oxbridge,Male,Midlands,0
Journalism,State,Oxbridge,Male,North,0
Lords,State,Oxbridge,Male,Scotland,0
FTSE 350 CEOs,State,Oxbridge,Male,North,0
Journalism,State,Other,Female,London,0
Journalism,State,Other,Female,Scotland,0
Judiciary,State,Oxbridge,Male,Midlands,0
FTSE 350 CEOs,Private,Oxbridge,Female,Scotland,1
Journalism,Private,Oxbridge,Male,Scotland,1
MPs,State,Other,Male,North,0
Civil Service,Private,Other,Female,Scotland,0
Media Executives,Private,Oxbridge,Female,North,0
MPs,Private,Other,Male,Wales,1
Civil Service,Private,Other,Female,North,0
FTSE 350 CEOs,State,Other,Male,Wales,1
FTSE 350 CEOs,State,Oxbridge,Male,Scotland,0
Lords,Private,Oxbridge,Female,London,1
Diplomacy,State,Oxbridge,Male,Scotland,0
Civil Service,Private,Other,Male,Midlands,0
Media Executives,State,Other,Male,Scotland,0
Lords,State,Oxbridge,Male,Midlands,1
FTSE 350 CEOs,Private,Other,Male,Wales,1
MPs,State,Other,Male,Wales,0
Journalism,Private,Oxbridge,Female,Wales,0
Diplomacy,State,Oxbridge,Male,London,0
FTSE 350 CEOs,State,Other,Female,Midlands,0
Media Executives,State,Oxbridge,Female,Scotland,0
MPs,State,Other,Male,London,0
Diplomacy,Private,Other,Male,Scotland,0
